Episode,Date,Guests (Himself/Herself - Role),References
5x01,2011-02-10,3l1qtw2v:Stacey Solomon (Herself);0n7lkvyl:Mikey North (Himself);ljv92t17:Joe Swash (Himself);h663jn38:Rufus Hound (Himself);1vem5ucx:Fearne Cotton (Herself - Team Captain);vssxz2dy:Holly Willoughby (Herself - Team Captain);0smmr1o3:Keith Lemon (Himself - Host),
5x02,2011-02-17,yyfb5r5p:Gino D'Acampo (Himself);ygt0q2iv:Vanilla Ice (Himself);sauauweg:Alex Carter (Himself);h663jn38:Rufus Hound (Himself);1vem5ucx:Fearne Cotton (Herself - Team Captain);vssxz2dy:Holly Willoughby (Herself - Team Captain);0smmr1o3:Keith Lemon (Himself - Host),
5x03,2011-02-24,9ogitb6c:Lethal Bizzle (Himself);a0ruwecx:Danny Jones (Himself);mgsiouix:Josie Gibson (Herself);h663jn38:Rufus Hound (Himself);1vem5ucx:Fearne Cotton (Herself - Team Captain);knmi89g6:Gok Wan (Himself - Team Captain);0smmr1o3:Keith Lemon (Himself - Host),
5x04,2011-03-03,ymz673p8:Adam Garcia (Himself);n8fubkkv:Christine Bleakley (Herself);f1fcqxeb:Olly Murs (Himself);h663jn38:Rufus Hound (Himself);1vem5ucx:Fearne Cotton (Herself - Team Captain);vssxz2dy:Holly Willoughby (Herself - Team Captain);0smmr1o3:Keith Lemon (Himself - Host),
5x05,2011-03-10,yyfb5r5p:Gino D'Acampo (Himself);bchqpuf7:Myleene Klass (Herself);hte51vd7:Emma Bunton (Herself);h663jn38:Rufus Hound (Himself);1vem5ucx:Fearne Cotton (Herself - Team Captain);vssxz2dy:Holly Willoughby (Herself - Team Captain);0smmr1o3:Keith Lemon (Himself - Host),
5x06,2011-03-17,xitxfn4s:Craig Revel Horwood (Himself);yoqwlew0:Patsy Kensit (Herself);9b46vz01:Johnny Vegas (Himself);h663jn38:Rufus Hound (Himself);1vem5ucx:Fearne Cotton (Herself - Team Captain);vssxz2dy:Holly Willoughby (Herself - Team Captain);0smmr1o3:Keith Lemon (Himself - Host),
5x07,2011-03-24,puzxobnx:Ronan Keating (Himself);q42genxx:Chipmunk (Himself);htprs4ot:Kimberley Walsh (Herself);h663jn38:Rufus Hound (Himself);1vem5ucx:Fearne Cotton (Herself - Team Captain);vssxz2dy:Holly Willoughby (Herself - Team Captain);0smmr1o3:Keith Lemon (Himself - Host),
5x08,2011-03-31,duy8ieoa:Janice Dickinson (Herself);44y40wje:George Lamb (Himself);jgg4fqdq:Larry Lamb (Himself);h663jn38:Rufus Hound (Himself);1vem5ucx:Fearne Cotton (Herself - Team Captain);vssxz2dy:Holly Willoughby (Herself - Team Captain);0smmr1o3:Keith Lemon (Himself - Host),
5x09,2011-04-07,i0ufm9pu:Kimberly Wyatt (Herself);f2wyxkd0:Antony Cotton (Himself);2f1nzrjr:Zoë Ball (Herself);h663jn38:Rufus Hound (Himself);1vem5ucx:Fearne Cotton (Herself - Team Captain);vssxz2dy:Holly Willoughby (Herself - Team Captain);0smmr1o3:Keith Lemon (Himself - Host),
5x10,2011-04-14,m2k80giu:Scott Mills (Himself);qx0mniaw:Vernon Kay (Himself);79obsaor:Melanie Brown (Herself);mbn8u12z:Louis Walsh (Himself);h663jn38:Rufus Hound (Himself - Team Captain);1vem5ucx:Fearne Cotton (Herself - Team Captain);0smmr1o3:Keith Lemon (Himself - Host),
5x11,2011-04-21,3l1qtw2v:Stacey Solomon (Herself);qgrc9bij:Louie Spence (Himself);kuqv5wqd:Brooke Vincent (Herself);h663jn38:Rufus Hound (Himself);1vem5ucx:Fearne Cotton (Herself - Team Captain);v56md8i1:Chris Moyles (Himself - Team Captain);0smmr1o3:Keith Lemon (Himself - Host),
5x12,2011-04-28,9ny78n77:Gemma Merna (Herself);gu9gr6ea:Una Healy (Herself);jx2mil5a:Noel Clarke (Himself);nux420y4:Brigitte Nielsen (Herself);h663jn38:Rufus Hound (Himself - Team Captain);1vem5ucx:Fearne Cotton (Herself - Team Captain);0smmr1o3:Keith Lemon (Himself - Host),
5x13,2011-05-05,frgsflnb:Tom Parker (Himself);6zq865uy:Max George (Himself);xxbdsg9k:David Guetta (Himself);rasf33l1:Paddy McGuinness (Himself);h663jn38:Rufus Hound (Himself);1vem5ucx:Fearne Cotton (Herself - Team Captain);h6a1vk7h:Davina McCall (Herself - Team Captain);0smmr1o3:Keith Lemon (Himself - Host),
5x14,2011-05-12,imdu6d6n:Lulu (Herself);o1f0mjg0:Shane Lynch (Himself);lhv9t9jg:Keith Duffy (Himself);h663jn38:Rufus Hound (Himself);1vem5ucx:Fearne Cotton (Herself - Team Captain);v56md8i1:Chris Moyles (Himself - Team Captain);0smmr1o3:Keith Lemon (Himself - Host),
5x15,2011-05-19,uolj6ye5:Adele Silva (Herself);02krdaad:Kelvin Fletcher (Himself);g5vdpbw6:Craig Gazey (Himself);ss7hmg2h:Michelle Keegan (Herself);h663jn38:Rufus Hound (Himself);1vem5ucx:Fearne Cotton (Herself - Team Captain);vssxz2dy:Holly Willoughby (Herself - Team Captain);0smmr1o3:Keith Lemon (Himself - Host),
6x01,2011-09-01,l2nlnoss:Dave Berry (Himself);zoe5sjqv:Rochelle Humes (Herself);xqyu11nw:Mark Wright (Himself);a6h4phid:Joe McElderry (Himself);1vem5ucx:Fearne Cotton (Herself - Team Captain);vssxz2dy:Holly Willoughby (Herself - Team Captain);0smmr1o3:Keith Lemon (Himself - Host),
6x02,2011-09-08,kxsisjg1:Denise Welch (Herself);9k7t0g06:Example (Himself);ywrjeb1d:Alex Reid (Himself);6q3vu7a7:Alan Fletcher (Himself);1vem5ucx:Fearne Cotton (Herself - Team Captain);vssxz2dy:Holly Willoughby (Herself - Team Captain);0smmr1o3:Keith Lemon (Himself - Host),
6x03,2011-09-15,uzo5rjd3:Sam Faiers (Herself);n2b7dzyi:Pamela Anderson (Herself);zchm3zq4:Samia Ghadie (Herself);3p2e3gxk:Kerry Katona (Herself);hte51vd7:Emma Bunton (Herself - Team Captain);vssxz2dy:Holly Willoughby (Herself - Team Captain);0smmr1o3:Keith Lemon (Himself - Host),
6x04,2011-09-22,varfhn88:Melanie Chisholm (Herself);lqbf1sbl:Paddy Doherty (Himself);3l1qtw2v:Stacey Solomon (Herself);h663jn38:Rufus Hound (Himself);1vem5ucx:Fearne Cotton (Herself - Team Captain);vssxz2dy:Holly Willoughby (Herself - Team Captain);0smmr1o3:Keith Lemon (Himself - Host),
